iter,fitness
264,1.2613e-22
265,7.01678e-23
266,7.01678e-23
267,3.69709e-23
268,3.69709e-23
269,3.36668e-23
270,3.36668e-23
271,3.36668e-23
272,2.51051e-23
273,2.51051e-23
274,2.51051e-23
275,2.38031e-23
276,7.18897e-24
277,3.35055e-24
278,3.35055e-24
279,3.35055e-24
280,1.85463e-24
281,1.85463e-24
282,1.85463e-24
283,1.85463e-24
284,1.57874e-24
285,1.57874e-24
286,7.01226e-25
287,7.01226e-25
288,7.01226e-25
289,5.42121e-25
290,1.78749e-25
291,1.78749e-25
292,1.78749e-25
293,1.78749e-25
294,1.7677e-25
295,5.06484e-26
296,5.06484e-26
297,5.06484e-26
298,4.90065e-26
299,4.90065e-26
300,4.90065e-26
301,1.78516e-26
302,1.61268e-26
303,1.61268e-26
304,9.46046e-27
305,8.26036e-27
306,6.70752e-27
307,6.70752e-27
308,5.68921e-27
309,3.37627e-27
310,3.37627e-27
311,3.37627e-27
312,3.37627e-27
313,3.37627e-27
314,3.37627e-27
315,2.8979e-27
316,2.61707e-27
317,2.51626e-27
318,2.46076e-27
319,5.82329e-28
320,3.83655e-28
321,3.83655e-28
322,2.71801e-28
323,2.06883e-28
324,2.06883e-28
325,2.06883e-28
326,2.06883e-28
327,1.92676e-28
328,1.55966e-28
329,1.41565e-28
330,1.3312e-28
331,1.27396e-28
332,7.5726e-29
333,7.5726e-29
334,6.13651e-29
335,6.13651e-29
336,6.13651e-29
337,6.13651e-29
338,1.14332e-29
339,1.14332e-29
340,4.68827e-30
341,4.68827e-30
342,4.68827e-30
343,4.68827e-30
344,4.68827e-30
345,4.68827e-30
346,4.68827e-30
347,4.68827e-30
348,4.68827e-30
349,4.68827e-30
350,2.81494e-30
351,2.71534e-30
352,2.2716e-30
353,2.2716e-30
354,2.04441e-30
355,1.24759e-30
356,3.11816e-31
357,3.11816e-31
358,3.11816e-31
359,3.11816e-31
360,3.11816e-31
361,3.11816e-31
362,3.11816e-31
363,3.11816e-31
364,2.12213e-31
365,2.12213e-31
366,1.25931e-31
367,1.25931e-31
368,1.25931e-31
369,6.43014e-32
370,6.43014e-32
371,6.43014e-32
372,2.73235e-32
373,2.73235e-32
374,2.73235e-32
375,2.73235e-32
376,2.73235e-32
377,2.73235e-32
378,2.73235e-32
379,2.73235e-32
380,2.73235e-32
381,2.73235e-32
382,2.73235e-32
383,2.73235e-32
384,2.73235e-32
385,2.73235e-32
386,2.73235e-32
387,1.49976e-32
388,1.49976e-32
389,1.49976e-32
390,1.49976e-32
391,1.49976e-32
392,1.49976e-32
393,1.49976e-32
394,1.49976e-32
395,1.49976e-32
396,1.49976e-32
397,1.49976e-32
398,1.49976e-32
399,1.49976e-32
400,1.49976e-32
401,1.49976e-32
402,1.49976e-32
403,1.49976e-32
404,1.49976e-32
405,1.49976e-32
406,1.49976e-32
407,1.49976e-32
408,1.49976e-32
409,1.49976e-32
410,1.49976e-32
411,1.49976e-32
412,1.49976e-32
413,1.49976e-32
414,1.49976e-32
415,1.49976e-32
416,1.49976e-32
417,1.49976e-32
418,1.49976e-32
419,1.49976e-32
420,1.49976e-32
421,1.49976e-32
422,1.49976e-32
423,1.49976e-32
424,1.49976e-32
425,1.49976e-32
426,1.49976e-32
427,1.49976e-32
428,1.49976e-32
429,1.49976e-32
430,1.49976e-32
431,1.49976e-32
432,1.49976e-32
433,1.49976e-32
434,1.49976e-32
435,1.49976e-32
436,1.49976e-32
437,1.49976e-32
438,1.49976e-32
439,1.49976e-32
440,1.49976e-32
441,1.49976e-32
442,1.49976e-32
443,1.49976e-32
444,1.49976e-32
445,1.49976e-32
446,1.49976e-32
447,1.49976e-32
448,1.49976e-32
449,1.49976e-32
450,1.49976e-32
451,1.49976e-32
452,1.49976e-32
453,1.49976e-32
454,1.49976e-32
455,1.49976e-32
456,1.49976e-32
457,1.49976e-32
458,1.49976e-32
459,1.49976e-32
460,1.49976e-32
461,1.49976e-32
462,1.49976e-32
463,1.49976e-32
464,1.49976e-32
465,1.49976e-32
466,1.49976e-32
467,1.49976e-32
468,1.49976e-32
469,1.49976e-32
470,1.49976e-32
471,1.49976e-32
472,1.49976e-32
473,1.49976e-32
474,1.49976e-32
475,1.49976e-32
476,1.49976e-32
477,1.49976e-32
478,1.49976e-32
479,1.49976e-32
480,1.49976e-32
481,1.49976e-32
482,1.49976e-32
483,1.49976e-32
484,1.49976e-32
485,1.49976e-32
486,1.49976e-32
487,1.49976e-32
488,1.49976e-32
489,1.49976e-32
490,1.49976e-32
491,1.49976e-32
492,1.49976e-32
493,1.49976e-32
494,1.49976e-32
495,1.49976e-32
496,1.49976e-32
497,1.49976e-32
498,1.49976e-32
499,1.49976e-32
