iter,fitness
238,9.6117e-12
239,5.29989e-12
240,5.29989e-12
241,4.74057e-12
242,4.74057e-12
243,4.74057e-12
244,4.45649e-12
245,1.84607e-12
246,1.78645e-12
247,1.78645e-12
248,1.78645e-12
249,1.78645e-12
250,9.18156e-13
251,9.18156e-13
252,9.18156e-13
253,9.18156e-13
254,9.18156e-13
255,4.11016e-13
256,4.11016e-13
257,4.11016e-13
258,4.11016e-13
259,4.11016e-13
260,4.11016e-13
261,3.90434e-13
262,3.90434e-13
263,3.90434e-13
264,3.90434e-13
265,3.90434e-13
266,3.33409e-13
267,3.33409e-13
268,2.56854e-13
269,2.56854e-13
270,2.56854e-13
271,1.57335e-13
272,1.57335e-13
273,1.57335e-13
274,1.57335e-13
275,1.57335e-13
276,1.57335e-13
277,6.56573e-14
278,4.05084e-14
279,4.05084e-14
280,4.05084e-14
281,4.05084e-14
282,4.05084e-14
283,4.05084e-14
284,4.05084e-14
285,4.05084e-14
286,4.05084e-14
287,4.05084e-14
288,3.54424e-14
289,3.54424e-14
290,3.54424e-14
291,3.54424e-14
292,3.49778e-14
293,1.81886e-14
294,1.81886e-14
295,1.81886e-14
296,1.30898e-14
297,1.30898e-14
298,7.51012e-15
299,3.30276e-15
300,3.30276e-15
301,3.30276e-15
302,3.30276e-15
303,3.30276e-15
304,3.30276e-15
305,3.30276e-15
306,3.30276e-15
307,3.30276e-15
308,2.8432e-15
309,2.8432e-15
310,2.8432e-15
311,1.63858e-15
312,1.63858e-15
313,1.63858e-15
314,1.63858e-15
315,1.59204e-15
316,1.59204e-15
317,8.14876e-16
318,8.14876e-16
319,8.14876e-16
320,8.14876e-16
321,5.11584e-16
322,2.68475e-16
323,2.68475e-16
324,2.68475e-16
325,1.48732e-16
326,1.48732e-16
327,1.31452e-16
328,1.31452e-16
329,1.31452e-16
330,1.31452e-16
331,1.31452e-16
332,1.16153e-16
333,7.40415e-17
334,7.40415e-17
335,1.69222e-17
336,1.69222e-17
337,1.69222e-17
338,1.69222e-17
339,1.69222e-17
340,1.69222e-17
341,1.69222e-17
342,1.69222e-17
343,1.69222e-17
344,1.30891e-17
345,1.30891e-17
346,1.30891e-17
347,7.90266e-18
348,7.90266e-18
349,7.90266e-18
350,6.84776e-18
351,4.21241e-18
352,2.7052e-18
353,2.7052e-18
354,2.7052e-18
355,2.7052e-18
356,2.7052e-18
357,1.14508e-18
358,1.14508e-18
359,1.14508e-18
360,7.19646e-19
361,7.19646e-19
362,7.19646e-19
363,7.19646e-19
364,7.19646e-19
365,7.19646e-19
366,6.51045e-19
367,4.54585e-19
368,4.54585e-19
369,4.23079e-19
370,4.23079e-19
371,4.23079e-19
372,4.23079e-19
373,4.23079e-19
374,2.1559e-19
375,2.1559e-19
376,1.33141e-19
377,1.33141e-19
378,5.00437e-20
379,5.00437e-20
380,5.00437e-20
381,5.00437e-20
382,5.00437e-20
383,5.00437e-20
384,5.00437e-20
385,5.00437e-20
386,5.00437e-20
387,3.43719e-20
388,3.43719e-20
389,3.43719e-20
390,3.43719e-20
391,3.43719e-20
392,3.43719e-20
393,3.43719e-20
394,3.43719e-20
395,1.5427e-20
396,1.5427e-20
397,1.5427e-20
398,1.5427e-20
399,1.5427e-20
400,1.5427e-20
401,1.08501e-20
402,1.08501e-20
403,2.39178e-21
404,2.39178e-21
405,2.39178e-21
406,2.39178e-21
407,2.39178e-21
408,2.39178e-21
409,2.39178e-21
410,2.39178e-21
411,2.39178e-21
412,2.39178e-21
413,2.20684e-21
414,2.20684e-21
415,2.20684e-21
416,2.20684e-21
417,2.20684e-21
418,2.20684e-21
419,2.05089e-21
420,1.46648e-21
421,1.46648e-21
422,5.47362e-22
423,5.47362e-22
424,5.47362e-22
425,5.47362e-22
426,5.47362e-22
427,5.47362e-22
428,4.65388e-22
429,4.65388e-22
430,4.65388e-22
431,3.18171e-22
432,3.18171e-22
433,2.66798e-22
434,2.66798e-22
435,1.44311e-22
436,1.44311e-22
437,1.44311e-22
438,1.44311e-22
439,1.44311e-22
440,1.44311e-22
441,1.09004e-22
442,1.09004e-22
443,1.09004e-22
444,3.82099e-23
445,3.82099e-23
446,3.82099e-23
447,3.47825e-23
448,3.47825e-23
449,1.59485e-23
450,1.59485e-23
451,1.59485e-23
452,1.59485e-23
453,1.59485e-23
454,1.59485e-23
455,7.42522e-24
456,7.42522e-24
457,7.42522e-24
458,7.42522e-24
459,7.42522e-24
460,7.42522e-24
461,7.42522e-24
462,5.38529e-24
463,5.38529e-24
464,5.38529e-24
465,1.60165e-24
466,1.60165e-24
467,1.60165e-24
468,1.60165e-24
469,1.60165e-24
470,1.60165e-24
471,1.60165e-24
472,1.60165e-24
473,1.42067e-24
474,1.42067e-24
475,8.24149e-25
476,8.24149e-25
477,8.24149e-25
478,7.92688e-25
479,7.92688e-25
480,5.05813e-25
481,5.05813e-25
482,5.05813e-25
483,5.05813e-25
484,5.05813e-25
485,2.89964e-25
486,2.89964e-25
487,2.89964e-25
488,2.89964e-25
489,2.89964e-25
490,2.89964e-25
491,2.89964e-25
492,2.89964e-25
493,2.24256e-25
494,2.24256e-25
495,2.20959e-25
496,2.20959e-25
497,7.05883e-26
498,7.05883e-26
499,7.05883e-26
