run,best
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
1,1.49976e-32
2,1.00957
2,1.00957
2,0.239331
2,0.239331
2,0.0889493
2,0.0889493
2,0.0889493
2,0.0889493
2,0.0889493
2,0.0889493
2,0.0599158
2,0.0599158
2,0.0599158
2,0.0599158
2,0.0599158
2,0.0599158
2,0.0599158
2,0.059836
2,0.0540921
2,0.0311997
2,0.0252939
2,0.0252939
2,0.0167125
2,0.0167125
2,0.00753423
2,0.00212522
2,0.00212522
2,0.00212522
2,0.00212522
2,0.00146918
2,0.00146467
2,0.00146467
2,0.00129665
2,0.00129665
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000201732
2,0.000148355
2,0.000103866
2,6.59331e-05
2,5.9099e-05
2,4.04981e-05
2,4.04981e-05
2,4.04981e-05
2,2.62083e-05
2,1.573e-05
2,1.573e-05
2,1.573e-05
2,1.25116e-05
2,1.11667e-05
2,1.11667e-05
2,1.09363e-05
2,1.09363e-05
2,1.06239e-05
2,1.02825e-05
2,3.9034e-06
2,2.83251e-06
2,2.14361e-06
2,2.14361e-06
2,1.31564e-06
2,1.31564e-06
2,1.31564e-06
2,1.31564e-06
2,5.71445e-07
2,5.71445e-07
2,5.71445e-07
2,5.71445e-07
2,5.71445e-07
2,5.71445e-07
2,3.63732e-07
2,2.49851e-07
2,1.31837e-07
2,7.47839e-08
2,7.47839e-08
2,7.47839e-08
2,7.47839e-08
2,7.47839e-08
2,5.81916e-08
2,5.81916e-08
2,5.81916e-08
2,5.81916e-08
2,3.54774e-08
2,3.54774e-08
2,3.54774e-08
2,3.54774e-08
2,2.87164e-08
2,2.16346e-08
2,2.15955e-08
2,2.15851e-08
2,1.98689e-08
2,9.5802e-09
2,2.47231e-09
2,2.47231e-09
2,2.47231e-09
2,2.47231e-09
2,2.47231e-09
2,2.47231e-09
2,2.47231e-09
2,2.04468e-09
2,6.46057e-10
2,5.8327e-10
2,5.8327e-10
